id,firstname,surname,born,bornYear,bornMonth,bornDay,died,diedYear,diedMonth,diedDay,ageDied,ageCurrent,ageCurrentBin,age,ageBin,bornCountry,bornCountryCode,bornCountryClean,bornCountryBin,bornCity,diedCountry,diedCountryCode,diedCity,gender,year,category,timesPrizeWon,timesPrizeWonOther,overallMotivation,share,prizeShare,motivation,workPublishYear,yearsSincePublishedBin,name,city,country,countryClean,URLpage,URLpicture
258,Roald,Hoffmann,18/7/1937,1937,Jul,18,0000-00-00,,,,,82,>80,44,41-50,Poland (now Ukraine),UA,Ukraine,Other (<20 Laureates),Zloczov,,,,male,1981,chemistry,1,,,2,1/2,"""for their theories developed independently concerning the course of chemical reactions""",1963,11-20,Cornell University,Ithaca NY,USA,USA,https://www.nobelprize.org/prizes/chemistry/1981/Hoffmann,https://www.nobelprize.org/images/hoffmann-13333-portrait-mini-2x.jpg
259,Aaron,Klug,11/8/1926,1926,Aug,11,20/11/2018,2018,Nov,20,92,,Deceased,56,51-60,Lithuania,LT,Lithuania,Other (<20 Laureates),Zelvas,,,,male,1982,chemistry,1,,,1,1/1,"""for his development of crystallographic electron microscopy and his structural elucidation of biologically important nucleic acid-protein complexes""",1962,11-20,MRC Laboratory of Molecular Biology,Cambridge,UK,UK,https://www.nobelprize.org/prizes/chemistry/1982/Klug,https://www.nobelprize.org/images/klug-13343-portrait-mini-2x.jpg
260,Henry,Taube,30/11/1915,1915,Nov,30,16/11/2005,2005,Nov,16,90,,Deceased,68,61-70,Canada,CA,Canada,Canada,Neudorf,USA,US,Stanford CA,male,1983,chemistry,1,,,1,1/1,"""for his work on the mechanisms of electron transfer reactions especially in metal complexes""",1952,31-40,Stanford University,Stanford CA,USA,USA,https://www.nobelprize.org/prizes/chemistry/1983/Taube,https://www.nobelprize.org/images/taube-13352-portrait-mini-2x.jpg
261,Bruce,Merrifield,15/7/1921,1921,Jul,15,14/5/2006,2006,May,14,85,,Deceased,63,61-70,USA,US,USA,USA,Fort Worth TX,USA,US,Cresskill NJ,male,1984,chemistry,1,,,1,1/1,"""for his development of methodology for chemical synthesis on a solid matrix""",1963,21-30,Rockefeller University,New York NY,USA,USA,https://www.nobelprize.org/prizes/chemistry/1984/Merrifield,https://www.nobelprize.org/images/merrifield-13359-portrait-mini-2x.jpg
262,Herbert A.,Hauptman,14/2/1917,1917,Feb,14,23/10/2011,2011,Oct,23,94,,Deceased,68,61-70,USA,US,USA,USA,New York NY,USA,US,Buffalo NY,male,1985,chemistry,1,,,2,1/2,"""for their outstanding achievements in the development of direct methods for the determination of crystal structures""",1956,21-30,The Medical Foundation of Buffalo,Buffalo NY,USA,USA,https://www.nobelprize.org/prizes/chemistry/1985/Hauptman,https://www.nobelprize.org/images/hauptman-13368-portrait-mini-2x.jpg
263,Jerome,Karle,18/6/1918,1918,Jun,18,6/6/2013,2013,Jun,6,95,,Deceased,67,61-70,USA,US,USA,USA,New York NY,,,,male,1985,chemistry,1,,,2,1/2,"""for their outstanding achievements in the development of direct methods for the determination of crystal structures""",1956,21-30,US Naval Research Laboratory,Washington DC,USA,USA,https://www.nobelprize.org/prizes/chemistry/1985/Karle,https://www.nobelprize.org/images/karle-13369-portrait-mini-2x.jpg
264,Dudley R.,Herschbach,18/6/1932,1932,Jun,18,0000-00-00,,,,,87,>80,54,51-60,USA,US,USA,USA,San José CA,,,,male,1986,chemistry,1,,,3,1/3,"""for their contributions concerning the dynamics of chemical elementary processes""",1969,11-20,Harvard University,Cambridge MA,USA,USA,https://www.nobelprize.org/prizes/chemistry/1986/Herschbach,https://www.nobelprize.org/images/herschbach-13376-portrait-mini-2x.jpg
265,Yuan T.,Lee,19/11/1936,1936,Nov,19,0000-00-00,,,,,83,>80,50,41-50,Taiwan,TW,Taiwan,Other (<20 Laureates),Hsinchu,,,,male,1986,chemistry,1,,,3,1/3,"""for their contributions concerning the dynamics of chemical elementary processes""",1969,11-20,University of California,Berkeley CA,USA,USA,https://www.nobelprize.org/prizes/chemistry/1986/Lee,https://www.nobelprize.org/images/lee-13377-portrait-mini-2x.jpg
266,John C.,Polanyi,23/1/1929,1929,Jan,23,0000-00-00,,,,,90,>80,57,51-60,Germany,DE,Germany,Germany,Berlin,,,,male,1986,chemistry,1,,,3,1/3,"""for their contributions concerning the dynamics of chemical elementary processes""",1969,11-20,University of Toronto,Toronto,Canada,Canada,https://www.nobelprize.org/prizes/chemistry/1986/Polanyi,https://www.nobelprize.org/images/polanyi-13378-portrait-mini-2x.jpg
267,Donald J.,Cram,22/4/1919,1919,Apr,22,17/6/2001,2001,Jun,17,82,,Deceased,68,61-70,USA,US,USA,USA,Chester VT,USA,US,Palm Desert CA,male,1987,chemistry,1,,,3,1/3,"""for their development and use of molecules with structure-specific interactions of high selectivity""",1952,31-40,University of California,Los Angeles CA,USA,USA,https://www.nobelprize.org/prizes/chemistry/1987/Cram,https://www.nobelprize.org/images/cram-13387-portrait-mini-2x.jpg
268,Jean-Marie,Lehn,30/9/1939,1939,Sep,30,0000-00-00,,,,,80,71-80,48,41-50,France,FR,France,France,Rosheim,,,,male,1987,chemistry,1,,,3,1/3,"""for their development and use of molecules with structure-specific interactions of high selectivity""",1969,11-20,Université Louis Pasteur,Strasbourg,France,France,https://www.nobelprize.org/prizes/chemistry/1987/Lehn,https://www.nobelprize.org/images/lehn-13388-portrait-mini-2x.jpg
269,Charles J.,Pedersen,3/10/1904,1904,Oct,3,26/10/1989,1989,Oct,26,85,,Deceased,83,>80,Korea (now South Korea),KR,South Korea,Other (<20 Laureates),Pusan,USA,US,Salem NJ,male,1987,chemistry,1,,,3,1/3,"""for their development and use of molecules with structure-specific interactions of high selectivity""",1967,11-20,Du Pont,Wilmington DE,USA,USA,https://www.nobelprize.org/prizes/chemistry/1987/Pedersen,https://www.nobelprize.org/images/pedersen-13389-portrait-mini-2x.jpg
270,Johann,Deisenhofer,30/9/1943,1943,Sep,30,0000-00-00,,,,,76,71-80,45,41-50,Germany,DE,Germany,Germany,Zusamaltheim,,,,male,1988,chemistry,1,,,3,1/3,"""for the determination of the three-dimensional structure of a photosynthetic reaction centre""",1984,<=10,University of Texas Southwestern Medical Center at Dallas,Dallas TX,USA,USA,https://www.nobelprize.org/prizes/chemistry/1988/Deisenhofer,https://www.nobelprize.org/images/deisenhofer-13396-portrait-mini-2x.jpg
271,Robert,Huber,20/2/1937,1937,Feb,20,0000-00-00,,,,,82,>80,51,51-60,Germany,DE,Germany,Germany,Munich,,,,male,1988,chemistry,1,,,3,1/3,"""for the determination of the three-dimensional structure of a photosynthetic reaction centre""",1984,<=10,Max-Planck-Institut für Biochemie,Martinsried,Germany,Germany,https://www.nobelprize.org/prizes/chemistry/1988/Huber,https://www.nobelprize.org/images/huber-13397-portrait-mini-2x.jpg
272,Hartmut,Michel,18/7/1948,1948,Jul,18,0000-00-00,,,,,71,71-80,40,<=40,West Germany (now Germany),DE,Germany,Germany,Ludwigsburg,,,,male,1988,chemistry,1,,,3,1/3,"""for the determination of the three-dimensional structure of a photosynthetic reaction centre""",1984,<=10,Max-Planck-Institut für Biophysik,Frankfurt-on-the-Main,Germany,Germany,https://www.nobelprize.org/prizes/chemistry/1988/Michel,https://www.nobelprize.org/images/michel-13398-portrait-mini-2x.jpg
273,Sidney,Altman,7/5/1939,1939,May,7,0000-00-00,,,,,80,71-80,50,41-50,Canada,CA,Canada,Canada,Montreal,,,,male,1989,chemistry,1,,,2,1/2,"""for their discovery of catalytic properties of RNA""",1983,<=10,Yale University,New Haven CT,USA,USA,https://www.nobelprize.org/prizes/chemistry/1989/Altman,https://www.nobelprize.org/images/altman-13409-portrait-mini-2x.jpg
274,Thomas R.,Cech,8/12/1947,1947,Dec,8,0000-00-00,,,,,72,71-80,42,41-50,USA,US,USA,USA,Chicago IL,,,,male,1989,chemistry,1,,,2,1/2,"""for their discovery of catalytic properties of RNA""",1982,<=10,University of Colorado,Boulder CO,USA,USA,https://www.nobelprize.org/prizes/chemistry/1989/Cech,https://www.nobelprize.org/images/cech-13410-portrait-mini-2x.jpg
275,Elias James,Corey,12/7/1928,1928,Jul,12,0000-00-00,,,,,91,>80,62,61-70,USA,US,USA,USA,Methuen MA,,,,male,1990,chemistry,1,,,1,1/1,"""for his development of the theory and methodology of organic synthesis""",1959,31-40,Harvard University,Cambridge MA,USA,USA,https://www.nobelprize.org/prizes/chemistry/1990/Corey,https://www.nobelprize.org/images/corey-13419-portrait-mini-2x.jpg
276,Richard R.,Ernst,14/8/1933,1933,Aug,14,0000-00-00,,,,,86,>80,58,51-60,Switzerland,CH,Switzerland,Other (<20 Laureates),Winterthur,,,,male,1991,chemistry,1,,,1,1/1,"""for his contributions to the development of the methodology of high resolution nuclear magnetic resonance (NMR) spectroscopy""",1966,21-30,Eidgenössische Technische Hochschule (Swiss Federal Institute of Technology),Zurich,Switzerland,Switzerland,https://www.nobelprize.org/prizes/chemistry/1991/Ernst,https://www.nobelprize.org/images/ernst-13430-portrait-mini-2x.jpg
277,Rudolph A.,Marcus,21/7/1923,1923,Jul,21,0000-00-00,,,,,96,>80,69,61-70,Canada,CA,Canada,Canada,Montreal,,,,male,1992,chemistry,1,,,1,1/1,"""for his contributions to the theory of electron transfer reactions in chemical systems""",1956,31-40,California Institute of Technology (Caltech),Pasadena CA,USA,USA,https://www.nobelprize.org/prizes/chemistry/1992/Marcus,https://www.nobelprize.org/images/marcus-13437-portrait-mini-2x.jpg
278,Kary B.,Mullis,28/12/1944,1944,Dec,28,7/8/2019,2019,Aug,7,75,,Deceased,49,41-50,USA,US,USA,USA,Lenoir NC,USA,US,Newport Beach CA,male,1993,chemistry,1,,"""for contributions to the developments of methods within DNA-based chemistry""",2,1/2,"""for his invention of the polymerase chain reaction (PCR) method""",1985,<=10,Not Available,,,Unknown,https://www.nobelprize.org/prizes/chemistry/1993/Mullis,https://www.nobelprize.org/images/mullis-13444-portrait-mini-2x.jpg
279,Michael,Smith,26/4/1932,1932,Apr,26,4/10/2000,2000,Oct,4,68,,Deceased,61,61-70,UK,GB,UK,UK,Blackpool,Canada,CA,Vancouver,male,1993,chemistry,1,,"""for contributions to the developments of methods within DNA-based chemistry""",2,1/2,"""for his fundamental contributions to the establishment of oligonucleotide-based site-directed mutagenesis and its development for protein studies""",1977,11-20,University of British Columbia,Vancouver,Canada,Canada,https://www.nobelprize.org/prizes/chemistry/1993/Smith,https://www.nobelprize.org/images/smith-13445-portrait-mini-2x.jpg
280,George A.,Olah,22/5/1927,1927,May,22,8/3/2017,2017,Mar,8,90,,Deceased,67,61-70,Hungary,HU,Hungary,Other (<20 Laureates),Budapest,USA,US,Los Angeles CA,male,1994,chemistry,1,,,1,1/1,"""for his contribution to carbocation chemistry""",1962,31-40,University of Southern California,Los Angeles CA,USA,USA,https://www.nobelprize.org/prizes/chemistry/1994/Olah,https://www.nobelprize.org/images/olah-13455-portrait-mini-2x.jpg
281,Paul J.,Crutzen,3/12/1933,1933,Dec,3,0000-00-00,,,,,86,>80,62,61-70,the Netherlands,NL,Netherlands,Other (<20 Laureates),Amsterdam,,,,male,1995,chemistry,1,,,3,1/3,"""for their work in atmospheric chemistry particularly concerning the formation and decomposition of ozone""",1970,21-30,Max-Planck-Institut für Chemie,Mainz,Germany,Germany,https://www.nobelprize.org/prizes/chemistry/1995/Crutzen,https://www.nobelprize.org/images/crutzen-13467-portrait-mini-2x.jpg
282,Mario J.,Molina,19/3/1943,1943,Mar,19,0000-00-00,,,,,76,71-80,52,51-60,Mexico,MX,Mexico,Other (<20 Laureates),Mexico City,,,,male,1995,chemistry,1,,,3,1/3,"""for their work in atmospheric chemistry particularly concerning the formation and decomposition of ozone""",1974,21-30,Massachusetts Institute of Technology (MIT),Cambridge MA,USA,USA,https://www.nobelprize.org/prizes/chemistry/1995/Molina,https://www.nobelprize.org/images/molina-13468-portrait-mini-2x.jpg
283,F. Sherwood,Rowland,28/6/1927,1927,Jun,28,10/3/2012,2012,Mar,10,85,,Deceased,68,61-70,USA,US,USA,USA,Delaware OH,USA,US,Corona del Mar CA,male,1995,chemistry,1,,,3,1/3,"""for their work in atmospheric chemistry particularly concerning the formation and decomposition of ozone""",1974,21-30,University of California,Irvine CA,USA,USA,https://www.nobelprize.org/prizes/chemistry/1995/Rowland,https://www.nobelprize.org/images/rowland-13469-portrait-mini-2x.jpg
284,Robert F.,Curl Jr.,23/8/1933,1933,Aug,23,0000-00-00,,,,,86,>80,63,61-70,USA,US,USA,USA,Alice TX,,,,male,1996,chemistry,1,,,3,1/3,"""for their discovery of fullerenes""",1985,11-20,Rice University,Houston TX,USA,USA,https://www.nobelprize.org/prizes/chemistry/1996/Curl,https://www.nobelprize.org/images/curl-13479-portrait-mini-2x.jpg
285,Sir Harold,Kroto,7/10/1939,1939,Oct,7,30/4/2016,2016,Apr,30,77,,Deceased,57,51-60,UK,GB,UK,UK,Wisbech,UK,GB,Lewes East Sussex,male,1996,chemistry,1,,,3,1/3,"""for their discovery of fullerenes""",1985,11-20,University of Sussex,Brighton,UK,UK,https://www.nobelprize.org/prizes/chemistry/1996/Kroto,https://www.nobelprize.org/images/kroto-13480-portrait-mini-2x.jpg
286,Richard E.,Smalley,6/6/1943,1943,Jun,6,28/10/2005,2005,Oct,28,62,,Deceased,53,51-60,USA,US,USA,USA,Akron OH,USA,US,Houston TX,male,1996,chemistry,1,,,3,1/3,"""for their discovery of fullerenes""",1985,11-20,Rice University,Houston TX,USA,USA,https://www.nobelprize.org/prizes/chemistry/1996/Smalley,https://www.nobelprize.org/images/smalley-13481-portrait-mini-2x.jpg
287,Paul D.,Boyer,31/7/1918,1918,Jul,31,2/6/2018,2018,Jun,2,100,,Deceased,79,71-80,USA,US,USA,USA,Provo UT,USA,US,Los Angeles CA,male,1997,chemistry,1,,,4,1/4,"""for their elucidation of the enzymatic mechanism underlying the synthesis of adenosine triphosphate (ATP)""",1954,>40,University of California,Los Angeles CA,USA,USA,https://www.nobelprize.org/prizes/chemistry/1997/Boyer,https://www.nobelprize.org/images/boyer-13492-portrait-mini-2x.jpg
288,John E.,Walker,7/1/1941,1941,Jan,7,0000-00-00,,,,,78,71-80,56,51-60,UK,GB,UK,UK,Halifax,,,,male,1997,chemistry,1,,,4,1/4,"""for their elucidation of the enzymatic mechanism underlying the synthesis of adenosine triphosphate (ATP)""",1994,<=10,MRC Laboratory of Molecular Biology,Cambridge,UK,UK,https://www.nobelprize.org/prizes/chemistry/1997/Walker,https://www.nobelprize.org/images/walker-13494-portrait-mini-2x.jpg
289,Jens C.,Skou,8/10/1918,1918,Oct,8,28/5/2018,2018,May,28,100,,Deceased,79,71-80,Denmark,DK,Denmark,Other (<20 Laureates),Lemvig,Denmark,DK,Aarhus,male,1997,chemistry,1,,,2,1/2,"""for the first discovery of an ion-transporting enzyme Na+ K+ -ATPase""",1957,>40,Aarhus University,Aarhus,Denmark,Denmark,https://www.nobelprize.org/prizes/chemistry/1997/Skou,https://www.nobelprize.org/images/skou-13493-portrait-mini-2x.jpg
290,Walter,Kohn,9/3/1923,1923,Mar,9,19/4/2016,2016,Apr,19,93,,Deceased,75,71-80,Austria,AT,Austria,Other (<20 Laureates),Vienna,USA,US,Santa Barbara CA,male,1998,chemistry,1,,,2,1/2,"""for his development of the density-functional theory""",1964,31-40,University of California,Santa Barbara CA,USA,USA,https://www.nobelprize.org/prizes/chemistry/1998/Kohn,https://www.nobelprize.org/images/kohn-13504-portrait-mini-2x.jpg
291,John,Pople,31/10/1925,1925,Oct,31,15/3/2004,2004,Mar,15,79,,Deceased,73,71-80,UK,GB,UK,UK,Burnham-on-Sea,USA,US,Chicago IL,male,1998,chemistry,1,,,2,1/2,"""for his development of computational methods in quantum chemistry""",1973,21-30,Northwestern University,Evanston IL,USA,USA,https://www.nobelprize.org/prizes/chemistry/1998/Pople,https://www.nobelprize.org/images/pople-13505-portrait-mini-2x.jpg
292,Ahmed,Zewail,26/2/1946,1946,Feb,26,2/8/2016,2016,Aug,2,70,,Deceased,53,51-60,Egypt,EG,Egypt,Other (<20 Laureates),Damanhur,USA,US,Pasadena CA,male,1999,chemistry,1,,,1,1/1,"""for his studies of the transition states of chemical reactions using femtosecond spectroscopy""",1988,11-20,California Institute of Technology (Caltech),Pasadena CA,USA,USA,https://www.nobelprize.org/prizes/chemistry/1999/Zewail,https://www.nobelprize.org/images/zewail-13516-portrait-mini-2x.jpg
293,Emil,von Behring,1854-03-15,1854,Mar,15,31/3/1917,1917,Mar,31,63,,Deceased,47,41-50,Prussia (now Poland),PL,Poland,Poland,Hansdorf (now Lawice),Germany,DE,Marburg,male,1901,medicine,1,,,1,1/1,"""for his work on serum therapy especially its application against diphtheria by which he has opened a new road in the domain of medical science and thereby placed in the hands of the physician a victorious weapon against illness and deaths""",,Unknown,Marburg University,Marburg,Germany,Germany,https://www.nobelprize.org/prizes/medicine/1901/Behring,https://www.nobelprize.org/images/behring-13537-portrait-mini-2x.jpg
294,Ronald,Ross,1857-05-13,1857,May,13,16/9/1932,1932,Sep,16,75,,Deceased,45,41-50,India,IN,India,Other (<20 Laureates),Almora,UK,GB,Putney Heath,male,1902,medicine,1,,,1,1/1,"""for his work on malaria by which he has shown how it enters the organism and thereby has laid the foundation for successful research on this disease and methods of combating it""",,Unknown,University College,Liverpool,UK,UK,https://www.nobelprize.org/prizes/medicine/1902/Ross,https://www.nobelprize.org/images/ross-13543-portrait-mini-2x.jpg
295,Niels Ryberg,Finsen,1860-12-15,1860,Dec,15,24/9/1904,1904,Sep,24,44,,Deceased,43,41-50,Faroe Islands (Denmark),DK,Denmark,Other (<20 Laureates),Thorshavn,Denmark,DK,Copenhagen,male,1903,medicine,1,,,1,1/1,"""in recognition of his contribution to the treatment of diseases especially lupus vulgaris with concentrated light radiation whereby he has opened a new avenue for medical science""",,Unknown,Finsen Medical Light Institute,Copenhagen,Denmark,Denmark,https://www.nobelprize.org/prizes/medicine/1903/Finsen,https://www.nobelprize.org/images/finsen-12832-portrait-mini-2x.jpg
296,Ivan,Pavlov,1849-09-14,1849,Sep,14,27/2/1936,1936,Feb,27,87,,Deceased,55,51-60,Russia,RU,Russia,Russia,Ryazan,Russia,RU,Leningrad,male,1904,medicine,1,,,1,1/1,"""in recognition of his work on the physiology of digestion through which knowledge on vital aspects of the subject has been transformed and enlarged""",,Unknown,Military Medical Academy,St. Petersburg,Russia,Russia,https://www.nobelprize.org/prizes/medicine/1904/Pavlov,https://www.nobelprize.org/images/pavlov-12840-portrait-mini-2x.jpg
297,Robert,Koch,1843-12-11,1843,Dec,11,27/5/1910,1910,May,27,67,,Deceased,62,61-70,Germany,DE,Germany,Germany,Clausthal (now Clausthal-Zellerfeld),Germany,DE,Baden-Baden,male,1905,medicine,1,,,1,1/1,"""for his investigations and discoveries in relation to tuberculosis""",,Unknown,Institute for Infectious Diseases,Berlin,Germany,Germany,https://www.nobelprize.org/prizes/medicine/1905/Koch,https://www.nobelprize.org/images/koch-12845-portrait-mini-2x.jpg
298,Camillo,Golgi,1843-07-07,1843,Jul,7,21/1/1926,1926,Jan,21,83,,Deceased,63,61-70,Italy,IT,Italy,Other (<20 Laureates),Corteno,Italy,IT,Pavia,male,1906,medicine,1,,,2,1/2,"""in recognition of their work on the structure of the nervous system""",,Unknown,Pavia University,Pavia,Italy,Italy,https://www.nobelprize.org/prizes/medicine/1906/Golgi,https://www.nobelprize.org/images/golgi-12851-portrait-mini-2x.jpg
299,Santiago,Ramón y Cajal,1852-05-01,1852,May,1,17/10/1934,1934,Oct,17,82,,Deceased,54,51-60,Spain,ES,Spain,Other (<20 Laureates),Petilla de Aragón,Spain,ES,Madrid,male,1906,medicine,1,,,2,1/2,"""in recognition of their work on the structure of the nervous system""",,Unknown,Madrid University,Madrid,Spain,Spain,https://www.nobelprize.org/prizes/medicine/1906/Cajal,https://www.nobelprize.org/images/cajal-12850-portrait-mini-2x.jpg
